,word,root,part_of_speech
1075,inconclusive,conclusive,adjective
1076,conclude,conclusive,verb
1077,conclusively,conclusive,adverb
1078,conclusion,conclusively,noun
1079,concluding,conclusively,adjective
1080,conclusive,conclusively,adjective
1081,inconclusive,conclusively,adjective
1082,conclude,conclusively,verb
1083,conclusively,conclusively,adverb
1084,condition,condition,noun
1085,precondition,condition,noun
1086,conditioner,condition,noun
1087,conditioning,condition,noun
1088,conditional,condition,adjective
1089,unconditional,condition,adjective
1090,condition,condition,verb
1091,conditionally,condition,adverb
1092,unconditionally,condition,adverb
1093,confidence,confidence,noun
1094,confident,confidence,adjective
1095,confidential,confidence,adjective
1096,confide,confidence,verb
1097,confidently,confidence,adverb
1098,confidentially,confidence,adverb
1099,confidence,confident,noun
1100,confident,confident,adjective
1101,confidential,confident,adjective
1102,confide,confident,verb
1103,confidently,confident,adverb
1104,confidentially,confident,adverb
1105,confidence,confidential,noun
1106,confident,confidential,adjective
1107,confidential,confidential,adjective
1108,confide,confidential,verb
1109,confidently,confidential,adverb
1110,confidentially,confidential,adverb
1111,confidence,confidently,noun
1112,confident,confidently,adjective
1113,confidential,confidently,adjective
1114,confide,confidently,verb
1115,confidently,confidently,adverb
1116,confidentially,confidently,adverb
1117,confirmation,confirm,noun
1118,confirmed,confirm,adjective
1119,unconfirmed,confirm,adjective
1120,confirm,confirm,verb
1121,confirmation,confirmation,noun
1122,confirmed,confirmation,adjective
1123,unconfirmed,confirmation,adjective
1124,confirm,confirmation,verb
1125,confusion,confuse,noun
1126,confused,confuse,adjective
1127,confusing,confuse,adjective
1128,confuse,confuse,verb
1129,confusion,confused,noun
1130,confused,confused,adjective
1131,confusing,confused,adjective
1132,confuse,confused,verb
1133,confusion,confusing,noun
1134,confused,confusing,adjective
1135,confusing,confusing,adjective
1136,confuse,confusing,verb
1137,confusion,confusion,noun
1138,confused,confusion,adjective
1139,confusing,confusion,adjective
1140,confuse,confusion,verb
1141,connection,connect,noun
1142,connected,connect,adjective
1143,disconnected,connect,adjective
1144,unconnected,connect,adjective
1145,connect,connect,verb
1146,disconnect,connect,verb
1147,connection,connection,noun
1148,connected,connection,adjective
1149,disconnected,connection,adjective
1150,unconnected,connection,adjective
1151,connect,connection,verb
1152,disconnect,connection,verb
1153,consciousness,conscious,noun
1154,subconscious,conscious,noun
1155,unconscious,conscious,noun
1156,unconsciousness,conscious,noun
1157,conscious,conscious,adjective
1158,subconscious,conscious,adjective
1159,unconscious,conscious,adjective
1160,consciously,conscious,adverb
1161,unconsciously,conscious,adverb
1162,consciousness,consciousness,noun
1163,subconscious,consciousness,noun
1164,unconscious,consciousness,noun
1165,unconsciousness,consciousness,noun
1166,conscious,consciousness,adjective
1167,subconscious,consciousness,adjective
1168,unconscious,consciousness,adjective
1169,consciously,consciousness,adverb
1170,unconsciously,consciousness,adverb
1171,consequence,consequence,noun
1172,consequent,consequence,adjective
1173,inconsequential,consequence,adjective
1174,consequently,consequence,adverb
1175,consequence,consequently,noun
1176,consequent,consequently,adjective
1177,inconsequential,consequently,adjective
1178,consequently,consequently,adverb
1179,consideration,consider,noun
1180,considerable,consider,adjective
1181,considerate,consider,adjective
1182,inconsiderate,consider,adjective
1183,considered,consider,adjective
1184,consider,consider,verb
1185,reconsider,consider,verb
1186,considerably,consider,adverb
1187,considerately,consider,adverb
1188,consideration,considerable,noun
1189,considerable,considerable,adjective
1190,considerate,considerable,adjective
1191,inconsiderate,considerable,adjective
1192,considered,considerable,adjective
1193,consider,considerable,verb
1194,reconsider,considerable,verb
1195,considerably,considerable,adverb
1196,considerately,considerable,adverb
1197,consideration,considerably,noun
1198,considerable,considerably,adjective
1199,considerate,considerably,adjective
1200,inconsiderate,considerably,adjective
1201,considered,considerably,adjective
1202,consider,considerably,verb
1203,reconsider,considerably,verb
1204,considerably,considerably,adverb
1205,considerately,considerably,adverb
1206,consideration,considerate,noun
1207,considerable,considerate,adjective
1208,considerate,considerate,adjective
1209,inconsiderate,considerate,adjective
1210,considered,considerate,adjective
1211,consider,considerate,verb
1212,reconsider,considerate,verb
1213,considerably,considerate,adverb
1214,considerately,considerate,adverb
1215,consideration,consideration,noun
1216,considerable,consideration,adjective
1217,considerate,consideration,adjective
1218,inconsiderate,consideration,adjective
1219,considered,consideration,adjective
1220,consider,consideration,verb
1221,reconsider,consideration,verb
1222,considerably,consideration,adverb
1223,considerately,consideration,adverb
1224,continent,continent,noun
1225,continental,continent,adjective
1226,intercontinental,continent,adjective
1227,continent,continental,noun
1228,continental,continental,adjective
1229,intercontinental,continental,adjective
1230,continuation,continual,noun
1231,continuity,continual,noun
1232,continual,continual,adjective
1233,continuous,continual,adjective
1234,continued,continual,adjective
1235,continue,continual,verb
1236,discontinue,continual,verb
1237,continually,continual,adverb
1238,continuously,continual,adverb
1239,continuation,continually,noun
1240,continuity,continually,noun
1241,continual,continually,adjective
1242,continuous,continually,adjective
1243,continued,continually,adjective
1244,continue,continually,verb
1245,discontinue,continually,verb
1246,continually,continually,adverb
1247,continuously,continually,adverb
1248,continuation,continue,noun
1249,continuity,continue,noun
1250,continual,continue,adjective
1251,continuous,continue,adjective
1252,continued,continue,adjective
1253,continue,continue,verb
1254,discontinue,continue,verb
1255,continually,continue,adverb
1256,continuously,continue,adverb
1257,continuation,continuity,noun
1258,continuity,continuity,noun
1259,continual,continuity,adjective
1260,continuous,continuity,adjective
1261,continued,continuity,adjective
1262,continue,continuity,verb
1263,discontinue,continuity,verb
1264,continually,continuity,adverb
1265,continuously,continuity,adverb
1266,continuation,continuous,noun
1267,continuity,continuous,noun
1268,continual,continuous,adjective
1269,continuous,continuous,adjective
1270,continued,continuous,adjective
1271,continue,continuous,verb
1272,discontinue,continuous,verb
1273,continually,continuous,adverb
1274,continuously,continuous,adverb
1275,continuation,continuously,noun
1276,continuity,continuously,noun
1277,continual,continuously,adjective
1278,continuous,continuously,adjective
1279,continued,continuously,adjective
1280,continue,continuously,verb
1281,discontinue,continuously,verb
1282,continually,continuously,adverb
1283,continuously,continuously,adverb
1284,contribution,contribute,noun
1285,contributor,contribute,noun
1286,contribute,contribute,verb
1287,contribution,contribution,noun
1288,contributor,contribution,noun
1289,contribute,contribution,verb
1290,control,control,noun
1291,controller,control,noun
1292,uncontrollable,control,adjective
1293,controlling,control,adjective
1294,control,control,verb
1295,uncontrollably,control,adverb
1296,convenience,convenience,noun
1297,inconvenience,convenience,noun
1298,convenient,convenience,adjective
1299,inconvenient,convenience,adjective
1300,inconvenience,convenience,verb
1301,conveniently,convenience,adverb
1302,convenience,convenient,noun
1303,inconvenience,convenient,noun
1304,convenient,convenient,adjective
1305,inconvenient,convenient,adjective
1306,inconvenience,convenient,verb
1307,conveniently,convenient,adverb
1308,convenience,conveniently,noun
1309,inconvenience,conveniently,noun
1310,convenient,conveniently,adjective
1311,inconvenient,conveniently,adjective
1312,inconvenience,conveniently,verb
1313,conveniently,conveniently,adverb
1314,convincing,convince,adjective
1315,convinced,convince,adjective
1316,unconvincing,convince,adjective
1317,convince,convince,verb
1318,convincingly,convince,adverb
1319,convincing,convinced,adjective
1320,convinced,convinced,adjective
1321,unconvincing,convinced,adjective
1322,convince,convinced,verb
1323,convincingly,convinced,adverb
1324,convincing,convincing,adjective
1325,convinced,convincing,adjective
1326,unconvincing,convincing,adjective
1327,convince,convincing,verb
1328,convincingly,convincing,adverb
1329,cook,cook,noun
1330,cooking,cook,noun
1331,cooker,cook,noun
1332,cookery,cook,noun
1333,cook,cook,verb
1334,cook,cooker,noun
1335,cooking,cooker,noun
1336,cooker,cooker,noun
1337,cookery,cooker,noun
1338,cook,cooker,verb
1339,cook,cooking,noun
1340,cooking,cooking,noun
1341,cooker,cooking,noun
1342,cookery,cooking,noun
1343,cook,cooking,verb
1344,cool,cool,noun
1345,coolness,cool,noun
1346,cool,cool,adjective
1347,cool,cool,verb
1348,coolly,cool,adverb
1349,cool,coolness,noun
1350,coolness,coolness,noun
1351,cool,coolness,adjective
1352,cool,coolness,verb
1353,coolly,coolness,adverb
1354,operation,cooperate,noun
1355,cooperation,cooperate,noun
1356,cooperative,cooperate,noun
1357,operator,cooperate,noun
1358,operative,cooperate,noun
1359,operational,cooperate,adjective
1360,operative,cooperate,adjective
1361,cooperative,cooperate,adjective
1362,operate,cooperate,verb
1363,cooperate,cooperate,verb
1364,operation,cooperation,noun
1365,cooperation,cooperation,noun
1366,cooperative,cooperation,noun
1367,operator,cooperation,noun
1368,operative,cooperation,noun
1369,operational,cooperation,adjective
1370,operative,cooperation,adjective
1371,cooperative,cooperation,adjective
1372,operate,cooperation,verb
1373,cooperate,cooperation,verb
1374,operation,cooperative,noun
1375,cooperation,cooperative,noun
1376,cooperative,cooperative,noun
1377,operator,cooperative,noun
1378,operative,cooperative,noun
1379,operational,cooperative,adjective
1380,operative,cooperative,adjective
1381,cooperative,cooperative,adjective
1382,operate,cooperative,verb
1383,cooperate,cooperative,verb
1384,correction,correct,noun
1385,correctness,correct,noun
1386,correct,correct,adjective
1387,incorrect,correct,adjective
1388,corrective,correct,adjective
1389,correct,correct,verb
1390,correctly,correct,adverb
1391,incorrectly,correct,adverb
1392,correction,correction,noun
1393,correctness,correction,noun
1394,correct,correction,adjective
1395,incorrect,correction,adjective
1396,corrective,correction,adjective
1397,correct,correction,verb
1398,correctly,correction,adverb
1399,incorrectly,correction,adverb
1400,correction,correctly,noun
1401,correctness,correctly,noun
1402,correct,correctly,adjective
1403,incorrect,correctly,adjective
1404,corrective,correctly,adjective
1405,correct,correctly,verb
1406,correctly,correctly,adverb
1407,incorrectly,correctly,adverb
1408,count,count,noun
1409,recount,count,noun
1410,countable,count,adjective
1411,uncountable,count,adjective
1412,countless,count,adjective
1413,count,count,verb
1414,recount,count,verb
1415,part,counterpart,noun
1416,counterpart,counterpart,noun
1417,parting,counterpart,noun
1418,partition,counterpart,noun
1419,partial,counterpart,adjective
1420,parting,counterpart,adjective
1421,part,counterpart,verb
1422,partition,counterpart,verb
1423,part,counterpart,adverb
1424,partially,counterpart,adverb
1425,partly,counterpart,adverb
1426,count,countless,noun
1427,recount,countless,noun
1428,countable,countless,adjective
1429,uncountable,countless,adjective
1430,countless,countless,adjective
1431,count,countless,verb
1432,recount,countless,verb
1433,cover,cover,noun
1434,coverage,cover,noun
1435,covering,cover,noun
1436,undercover,cover,adjective
1437,uncovered,cover,adjective
1438,cover,cover,verb
1439,uncover,cover,verb
1440,cover,coverage,noun
1441,coverage,coverage,noun
1442,covering,coverage,noun
1443,undercover,coverage,adjective
1444,uncovered,coverage,adjective
1445,cover,coverage,verb
1446,uncover,coverage,verb
1447,creation,create,noun
1448,creativity,create,noun
1449,creator,create,noun
1450,creative,create,adjective
1451,uncreative,create,adjective
1452,create,create,verb
1453,recreate,create,verb
1454,creatively,create,adverb
1455,creation,creation,noun
1456,creativity,creation,noun
1457,creator,creation,noun
1458,creative,creation,adjective
1459,uncreative,creation,adjective
1460,create,creation,verb
1461,recreate,creation,verb
1462,creatively,creation,adverb
1463,creation,creative,noun
1464,creativity,creative,noun
1465,creator,creative,noun
1466,creative,creative,adjective
1467,uncreative,creative,adjective
1468,create,creative,verb
1469,recreate,creative,verb
1470,creatively,creative,adverb
1471,creation,creatively,noun
1472,creativity,creatively,noun
1473,creator,creatively,noun
