,word,part_of_speech,transcription,hint,lvl,label,definition,examples,order_num,root_word
169,address ,noun,/əˈdres/,BUILDING DETAILS,A1,C,"the details of where a building is, including the building number, road name, town, etc","['her business/home address', 'a change of address']",83,address
170,address ,noun,/əˈdres/,ELECTRONIC,A1,C,"a series of letters, numbers or punctuation marks referring to a website or email destination",['Do you have their Web address?'],83,address
171,address ,verb,/əˈdres/,DEAL WITH,C1,T,to deal with a problem,['We have to address the issue/problem before it gets worse.'],83,address
172,address ,verb,/əˈdres/,SPEAK,C2,T,"to speak to someone, or to give a speech to an audience",['Today she will be addressing a major conference in London.'],83,address
173,address ,verb,/əˈdres/,BUILDING DETAILS,C2,T,to write a name and address on an envelope or parcel,['A parcel arrived addressed to Emma.'],83,address
174,adequate ,adjective,/ˈæd.ə.kwət/,ENOUGH,B2,,enough,"[""I didn't have adequate time to prepare."", 'Will future oil supplies be adequate to meet world needs?']",84,adequate
175,adequate ,adjective,/ˈæd.ə.kwət/,GOOD ENOUGH,B2,,"good enough, but not very good","[""The sound quality isn't brilliant but it's adequate for everyday use."", ""The council's provision for the elderly is barely adequate.""]",84,adequate
176,adequately,adverb,/ˈæd.ə.kwət.li/,,B2,,in an adequate way,"['While some patients can be adequately cared for at home, others are best served by care in a hospital.']",85,adequately
177,adjacent,adjective,/əˈdʒeɪ.sənt/,,C2,,"If two things are adjacent, they are next to each other","['The fire started in an adjacent building.', 'They live in a house adjacent to the railway.']",86,adjacent
178,adjective,noun,/ˈædʒ.ek.tɪv/,,A2,C,a word that describes a noun or pronoun,"[""'Big', 'boring', 'purple', 'quick' and 'obvious' are all adjectives.""]",87,adjective
179,adjust ,verb,/əˈdʒʌst/,CHANGE,B2,T,"to change something slightly so that it works better, fits better, or is more suitable","['If the chair is too high you can adjust it to suit you.', 'As a teacher you have to adjust your methods to suit the needs of different children.']",88,adjust
180,adjust ,verb,/əˈdʒʌst/,CHANGE BEHAVIOUR,B2,I,to change the way you behave or think in order to suit a new situation,['They found it hard to adjust to life in a new country.'],88,adjust
181,adjustment,noun,/əˈdʒʌst.mənt/,,B2,C or U,"a small change that you make to something so that it works better, fits better, or is more suitable","[""We've made a few adjustments to the schedule."", 'I have a few minor adjustments to make.']",89,adjustment
182,administration,noun,/ədˌmɪn.ɪˈstreɪ.ʃən/,,C1,U,"the work of organizing and arranging the operation of something, such as a company",['The job involves a lot of administration.'],90,administration
183,administrative,adjective,/ədˈmɪn.ɪ.strə.tɪv/,,C1,,relating to the organization and management of something,['The work is largely administrative.'],91,administrative
184,administrator,noun,/ədˈmɪn.ɪ.streɪ.tər/,,C1,C,someone who helps to manage an organization,['She is an administrator at the hospital.'],92,administrator
185,admiration,noun,/ˌæd.məˈreɪ.ʃən/,,B2,U,when you admire someone or something,"['My admiration for that woman grows daily.', 'She gazed in admiration at his broad, muscular shoulders.']",93,admiration
186,admire ,verb,/ədˈmaɪər/,LOOK AT,B1,T,to find someone or something attractive and pleasant to look at,"['I was just admiring your jacket, Delia.', 'We stood for a few moments, admiring the view.']",94,admire
187,admire ,verb,/ədˈmaɪər/,RESPECT,B2,T,to respect or approve of someone or something,"['I admired him for his determination.', 'I really admire people who can work in such difficult conditions.']",94,admire
188,admission ,noun,/ədˈmɪʃ.ən/,MONEY,B1,U,the money that you pay to enter a place or an event,"['Art exhibition - free admission.', 'They are charging more for admission to the festival this year.']",95,admission
189,admission ,noun,/ədˈmɪʃ.ən/,PERMISSION,B2,C or U,"when someone is given permission to enter somewhere or to become a member of a club, university, etc","[""She's applied for admission to law school.""]",95,admission
190,admit,verb,/ədˈmɪt/,,B1,I or T,"to agree that something is true, especially unwillingly","['He admitted his guilt/mistake.', 'She admitted (that) she had made a mistake.', ""I wasn't entirely honest with him, I admit, but I didn't actually tell him any lies.""]",96,admit
191,admittedly,adverb,/ədˈmɪt.ɪd.li/,,B2,,used when you are agreeing that something is true although you do not want to,"[""Admittedly, I could have tried harder but I still don't think all this criticism is fair.""]",97,admittedly
192,adolescent,noun,/ˌæd.əlˈe.sənt/,,C2,C,a young person who is between being a child and an adult,['Many adolescents are secretive.'],98,adolescent
193,adopt ,verb,/əˈdɒpt/,TAKE CHILD,B2,I or T,to legally become the parents of someone else's child,"[""They've adopted a baby girl."", 'She had the child adopted.']",99,adopt
194,adopt ,verb,/əˈdɒpt/,START,B2,T,to accept or start to use something new,"[""We've adopted a new approach to the problem."", 'The new tax would force companies to adopt energy-saving measures.', ""He's adopted a remarkably light-hearted attitude towards the situation.""]",99,adopt
195,adopted,adjective,/əˈdɒp.tɪd/,,B2,,legally taken by another family to be looked after as their own child,"[""They've got two adopted children and one of their own.""]",100,adopted
196,adoption,noun,/əˈdɒp.ʃən/,,B2,C or U,the process of legally becoming the parents of someone else's child,"[""She couldn't have children, so they were considering adoption.""]",101,adoption
197,adult,noun,/ˈæd.ʌlt/,,A1,C,a person or animal that has grown to full size and strength,['Adults pay an admission charge but children get in free.'],102,adult
198,adult ,adjective,/ˈæd.ʌlt/,FOR ADULTS,A2,always before noun,for or relating to adults,"['adult education', 'She spent most of her adult life in prison.']",102,adult
199,adult ,adjective,/ˈæd.ʌlt/,NOT A CHILD,C1,always before noun,having finished growing,['an adult male rat'],102,adult
200,in advance,noun,/ədˈvɑːnts/,,B1,C or U,"before a particular time, or before doing a particular thing","[""If you're going to come, please let me know in advance.""]",103,advance
201,advance,noun,/ədˈvɑːnts/,,B2,C or U,new discoveries and inventions,"['technological/scientific advances', 'Our lives have been improved by the many recent advances in computer technology.', 'the advance of modern medicine']",103,advance
202,advanced ,adjective,/ədˈvɑːntst/,HIGHER LEVEL,A2,,"at a higher, more difficult level",['an advanced English course'],104,advanced
203,advanced ,adjective,/ədˈvɑːntst/,MODERN,B1,,modern and well developed,"['advanced technology', 'This is the most advanced type of engine available.']",104,advanced
204,advantage ,noun,/ədˈvɑːn.tɪdʒ/,USEFUL THING,B1,C or U,something good about a situation that helps you,"['The advantage of booking tickets in advance is that you get better seats.', ""For a goalkeeper, it's a great advantage to have big hands.""]",105,advantage
205,take advantage of sth,noun,/ədˈvɑːn.tɪdʒ/,,B1,C or U,to use something good in a situation to help you,"[""I thought I'd take advantage of the sports facilities while I'm here.""]",105,advantage
206,take advantage of sb/sth,noun,/ədˈvɑːn.tɪdʒ/,,B2,C or U,to treat someone or something badly in order to get what you want,['I think she takes advantage of his good nature.'],105,advantage
207,advantage ,noun,/ədˈvɑːn.tɪdʒ/,SUCCESS,B2,C or U,something that will help you to succeed,['These new routes will give the airline the advantage over its competitors.'],105,advantage
208,adventure,noun,/ədˈven.tʃər/,,A2,C or U,an exciting and sometimes dangerous experience,"[""It's a film about the adventures of two friends travelling through Africa."", 'We got lost on the Metro - it was quite an adventure.']",106,adventure
209,adventurous,adjective,/ədˈven.tʃər.əs/,,B2,,willing to try new and often difficult or dangerous things,"[""I'm trying to be more adventurous with my cooking."", 'She led an adventurous life.']",107,adventurous
210,adverb,noun,/ˈæd.vɜːb/,,A2,C,"a word which describes or gives more information about a verb, adjective, another adverb or a phrase","[""In the phrase 'she smiled cheerfully', the word 'cheerfully' is an adverb.""]",108,adverb
211,adverse conditions/effect(s)/impact,adjective,/ˈæd.vɜːs/,,C2,,things that cause problems or danger,"['adverse weather conditions', 'Pollution levels like these will certainly have an adverse effect on health.', 'The price rise had an adverse impact on sales.']",109,adverse
212,advert,noun,/ˈæd.vɜːt/,,B1,C,an advertisement,['an advert for the local radio station'],110,advert
213,advertise ,verb,/ˈæd.və.taɪz/,TRY TO SELL,B1,I or T,"to tell people about a product or service in newspapers, on television, on the Internet, etc",['Companies are not allowed to advertise cigarettes on television any more.'],111,advertise
214,advertise ,verb,/ˈæd.və.taɪz/,ASK FOR,B1,I,"to put information in a newspaper, on the Internet, etc. asking for someone or something that you need",['The university is advertising for catering staff.'],111,advertise
215,advertisement,noun,/ədˈvɜː.tɪs.mənt/,,A2,C,"a picture, short film, song, etc. which tries to persuade people to buy a product or service","['a television/newspaper advertisement', 'an advertisement for a new car', 'She scanned the job advertisements in the paper.']",112,advertisement
216,advertising,noun,/ˈæd.və.taɪ.zɪŋ/,,B2,U,the business of trying to persuade people to buy products or services,"['Fiona works in advertising.', 'the advertising industry']",113,advertising
217,advice,noun,/ədˈvaɪs/,,A2,U,suggestions about what you think someone should do or how they should do something,"['Steven gave me some good advice.', ""I think I'll take your advice and get the green dress."", 'Can I give you a piece of advice?', 'I need some advice on which computer to buy.', 'My advice is to go by train.']",114,advice
218,advise,verb,/ədˈvaɪz/,,B1,I or T,to make a suggestion about what you think someone should do or how they should do something,"[""I think I'd advise him to leave the company."", ""I'd strongly advise against making a sudden decision."", ""They're advising that children be kept out of the sun altogether."", ""I'd advise waiting until tomorrow."", 'She advised us when to come.']",115,advise
219,adviser,noun,/ədˈvaɪ.zər/,,C1,C,someone whose job is to give advice about a subject,['a financial adviser'],116,adviser
220,advocate,verb,/ˈæd.və.keɪt/,,C2,T,to express support for a particular idea or way of doing things,"[""I certainly wouldn't advocate the use of violence.""]",117,advocate
221,advocate,noun,/ˈæd.və.kət/,,C2,C,someone who supports a particular idea or way of doing things,['He has always been an advocate of space exploration.'],117,advocate
222,aeroplane,noun,/ˈeə.rə.pleɪn/,,A2,C,a vehicle that flies and has at least one engine and wings,['She has her own private aeroplane.'],118,aeroplane
223,affair ,noun,/əˈfeər/,RELATIONSHIP,B2,C,"a sexual relationship, especially a secret one","[""She's having an affair with a married man."", ""The book doesn't make any mention of his love affairs.""]",119,affair
224,affair ,noun,/əˈfeər/,SITUATION,B2,C,"a situation or set of related events, especially bad ones","[""The government's handling of the affair has been widely criticized."", 'He refused to discuss his financial affairs.']",119,affair
225,affect ,verb,/əˈfekt/,CAUSE CHANGE,B2,often passive,"to have an influence on someone or something, or to cause them to change","['The divorce affected every aspect of her life.', 'Both buildings were badly affected by the fire.']",120,affect
226,affect ,verb,/əˈfekt/,CAUSE EMOTION,B2,often passive,"to cause a strong emotion, especially sadness",['I was deeply affected by the film.'],120,affect
227,affection,noun,/əˈfek.ʃən/,,B2,C or U,a feeling of liking or loving a person or place,"['He had a deep affection for his aunt.', 'She felt no affection for the child.']",121,affection
